,title,link,address,rent,rooms,bathrooms,residents,start_date,furnished,悉尼大学步行距离,新南威尔士大学Paddington校区步行距离,西悉尼大学Campbelltown分校步行距离,新南威尔士大学步行距离,麦考瑞大学步行距离,悉尼科技大学步行距离,泰勒学院步行距离,拉筹伯大学悉尼校区步行距离,泰勒语言学校步行距离,悉尼电影学院步行距离,西悉尼大学Parramatta分校步行距离,西悉尼大学步行距离,悉尼大学坐车距离,新南威尔士大学Paddington校区坐车距离,新南威尔士大学坐车距离,麦考瑞大学坐车距离,悉尼科技大学坐车距离,泰勒学院坐车距离,泰勒语言学校坐车距离,悉尼电影学院坐车距离,西悉尼大学Parramatta分校坐车距离,西悉尼大学坐车距离,WIFI,厨房,游泳池,餐馆,火车站,冰箱,公园,公交站,电梯,空调,阳台,健身房,包bill,洗衣机,电视,超市,收起,近city
2116,Kingsford主街 Unit公寓 主卧出租 9月房源,https://www.awehome.com/au/sydney/detail-apartments-17135,"Anzac Parade, Kingsford New South Wales 2033, Australia",380,3,1,3,2020-10-23,0,6105.0,,,1204.0,,,,,,,,,6676.0,,1920.0,,,,,,,,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0
2117,Maroubra高层公寓 三房两卫带车位 家具bill全包,https://www.awehome.com/au/sydney/detail-apartments-17134,"805 Anzac Parade, Maroubra New South Wales 2035, Australia",1090,3,2,4,2020-10-23,1,9966.0,,,3577.0,,,,,,,,,9871.0,,3425.0,,,,,,,,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0
2118,单间带落地窗 35层 包豪华家具极近悉尼大学、悉尼科技大学,https://www.awehome.com/au/sydney/detail-apartments-17133,"91 Liverpool Street, Sydney New South Wales 2000, Australia",400,3,2,3,2020-10-23,1,2664.0,,,,,1033.0,,,3392.0,,,,3291.0,,,,1146.0,,3483.0,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2119,秒进UNSW 双层Town house 家具bill 全包,https://www.awehome.com/au/sydney/detail-apartments-17127,"2a Barker Street, Kingsford New South Wales 2032, Australia",320,4,3,5,2020-10-23,1,6345.0,,,711.0,,,,,,,,,6916.0,,705.0,,,,,,,,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0
2120,Kingsford 私人大院子 双层砖制Town house 生活超便利,https://www.awehome.com/au/sydney/detail-apartments-17131,"34-36 Borrodale Road, Kingsford New South Wales 2032, Australia",340,5,3,5,2020-10-23,0,6722.0,,,1155.0,,,,,,,,,7408.0,,1197.0,,,,,,,,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0
2121,Kingsford 秒进UNSW 单间带阳台 家具bill全包,https://www.awehome.com/au/sydney/detail-apartments-17124,"28 Willis Street, Kingsford New South Wales 2032, Australia",390,4,3,5,2020-10-23,0,6814.0,,,459.0,,,,,,,,,7383.0,,534.0,,,,,,,,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0
2122,Kensington 极近UNSW，Randwick语言学校，静街顶楼,https://www.awehome.com/au/sydney/detail-apartments-17121,"56 Boronia Street, Kensington New South Wales 2033, Australia",900,3,1,3,2020-10-23,1,4842.0,,,1709.0,,,,,,,,,5598.0,,2284.0,,,,,,,,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0
2123,Wolli Creek 阳光舒适厅房,https://www.awehome.com/au/sydney/detail-apartments-17103,"95 Bonar Street, Wolli Creek New South Wales 2205, Australia",200,2,2,3,2020-10-23,1,7045.0,,,,,8344.0,,,,,,,7132.0,,,,8428.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2124,近悉尼大学 UTS 小白楼两房一卫开始招租,https://www.awehome.com/au/sydney/detail-apartments-17093,"507 Wattle Street, Ultimo New South Wales 2007, Australia",950,2,1,3,2020-10-23,1,1366.0,,,6154.0,,,,,,,,,1777.0,,6859.0,,,,,,,,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
2125,Ultimo新盘公寓Newlife近期到2月份随时入住 豪华studio 近UTS USYD,https://www.awehome.com/au/sydney/detail-apartments-17015,"495 Harris Street, Ultimo New South Wales 2007, Australia",580,1,1,2,2020-10-23,0,2043.0,,,6692.0,,926.0,,,,,,,3072.0,,7089.0,,926.0,,,,,,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
2126,91 Liverpool Street包豪华家具极近悉尼大学、悉尼科技大学,https://www.awehome.com/au/sydney/detail-apartments-17109,"91 Liverpool Street, Sydney New South Wales 2000, Australia",675,3,2,6,2020-10-23,1,2664.0,,,6008.0,,1033.0,,,,,,,3291.0,,6551.0,,1146.0,,,,,,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0
2127,Zetland全新两房两卫 5mins火车站极近泰勒适合usyd unsw uts,https://www.awehome.com/au/sydney/detail-apartments-16991,"105-115 Portman Street, Zetland New South Wales 2017, Australia",890,2,2,4,2020-10-23,1,3607.0,,,3332.0,,3509.0,,,,,,,4444.0,,3765.0,,3769.0,,,,,,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2128,Zetland 全新 两房两卫 包全新家具 5mins火车站极近泰勒 适合usyd unsw uts,https://www.awehome.com/au/sydney/detail-apartments-16989,"105-115 Portman Street, Zetland New South Wales 2017, Australia",890,2,2,4,2020-10-23,1,3607.0,,,3332.0,,3509.0,,,,,,,4444.0,,3765.0,,3769.0,,,,,,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2129,499 Botany Rd极近悉尼大学/悉尼科技大学/新南威尔士大学 两房一卫一车位,https://www.awehome.com/au/sydney/detail-apartments-16979,"499 Botany Rd, Zetland NSW 2017,Australia",785,2,1,4,2020-10-23,1,7383.0,,,4982.0,,6174.0,,,,,,,7585.0,,5473.0,,5892.0,,,,,,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
2130,近火车站两房两卫一车库-整套房子,https://www.awehome.com/au/sydney/detail-apartments-16966,"21-35 Princes Highway, Kogarah New South Wales 2217, Australia",580,2,2,4,2020-10-23,0,10173.0,,,12732.0,,11552.0,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0
2131,近悉尼大学高档别墅三房三卫两车库整租或分租-整套房子,https://www.awehome.com/au/sydney/detail-apartments-16859,"Tempe, New South Wales, Australia",1200,3,3,3,2020-10-23,0,5723.0,,,8491.0,22311.0,,,,,,,,6084.0,,8663.0,,,,,,,,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2132,mascot复式两房两卫+大落地窗房子非常新,https://www.awehome.com/au/sydney/detail-apartments-16825,"39 Kent Street, Moe Victoria 3825, Australia",920,2,2,4,2020-10-23,1,883623.0,,,888098.0,,,,,885133.0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2133,新白楼 新房源 全新两房两卫 豪华户型,https://www.awehome.com/au/sydney/detail-apartments-16823,71 Jones street ultimo,1100,2,2,4,2020-10-23,1,1761.0,,,6618.0,,675.0,,,,,,,3004.0,,7023.0,,859.0,,,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2134,近UTS USYD大面积双层复式两房两卫,https://www.awehome.com/au/sydney/detail-apartments-16822,"107 Quay St, Haymarket NSW 2000,Australia",560,2,2,4,2020-10-23,1,2063.0,,,,,481.0,,,2940.0,,,,2604.0,,,,459.0,,3427.0,,,,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
2135,310 Jones St超新房间可住1-2人,https://www.awehome.com/au/sydney/detail-apartments-16821,"310 Jones Street, Pyrmont New South Wales 2009, Australia",430,3,2,6,2020-10-23,1,2183.0,,,,,1044.0,,,3816.0,,,,3397.0,,,,1252.0,,4219.0,,,,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
2136,Ultimo悉尼大学 UTS复式两房两卫 学区公寓,https://www.awehome.com/au/sydney/detail-apartments-16820,"19 Mountain St, Ultimo NSW 2007,Australia",360,2,1,4,2020-10-23,1,1253.0,,,,,426.0,,,3082.0,,,,1617.0,,,,573.0,,3502.0,,,,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2137,392 Jones st大double花园小区复式公寓位置绝佳,https://www.awehome.com/au/sydney/detail-apartments-16818,"392 Jones Street, Ultimo New South Wales 2007, Australia",370,2,1,5,2020-10-23,1,2005.0,,,6738.0,,848.0,,,,,,,3143.0,,7162.0,,998.0,,,,,,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2138,99 Jones St厅房出租价格美丽交通便利,https://www.awehome.com/au/sydney/detail-apartments-16817,"99 Jones Street, Ultimo New South Wales 2007, Australia",260,2,2,5,2020-10-23,1,1640.0,,,,,630.0,,,,3325.0,,,2434.0,,,,1069.0,,,3894.0,,,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
2139,darling rise两房两卫采光/view超棒公寓,https://www.awehome.com/au/sydney/detail-apartments-16815,"82 Hay Street, Haymarket New South Wales 2000, Australia",1100,2,2,4,2020-10-23,1,2304.0,,,,,647.0,,,,,,,2791.0,,,,647.0,,,,,,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
2140,Zetland 全新 三房两卫 包全新家具 8分钟到Taylor泰勒学院,https://www.awehome.com/au/sydney/detail-apartments-16786,"105-115 Portman Street, Zetland New South Wales 2017, Australia",1280,3,2,6,2020-10-23,1,,,,3332.0,,3509.0,,,925.0,,,,,,3765.0,,3769.0,,915.0,,,,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0
2141,rosebery三房两卫+书房+两车位,https://www.awehome.com/au/sydney/detail-apartments-16782,"25 Rothschild Avenue, Rosebery New South Wales 2018, Australia",1050,3,2,6,2020-10-23,1,4103.0,,,3302.0,,4006.0,,,,,,,4948.0,,3754.0,,4273.0,,,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0
2142,Mascot全新三房两卫带家具,https://www.awehome.com/au/sydney/detail-apartments-16668,1 Galloway way，mascot,1150,3,2,6,2020-10-23,1,4925.0,,,5093.0,,5559.0,,,,,,,6350.0,,4935.0,,5508.0,,,,,,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
2143,Chippendale Central Park近新1房1卫1车位带全新家具黄金地段出租,https://www.awehome.com/au/sydney/detail-apartments-16666,"5 Park Lane, Chippendale New South Wales 2008, Australia",840,1,1,2,2020-10-23,1,1466.0,,,5839.0,,489.0,,,,,,,2044.0,,5882.0,,674.0,,,,,,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
2144,City近UTS和USYD大学全新装修全新家具带泳池三房整租-整套房子,https://www.awehome.com/au/sydney/detail-apartments-16634,"344 Bulwara Road, Ultimo New South Wales 2007, Australia",880,3,1,3,2020-10-23,1,1905.0,,,,,441.0,,,3241.0,,,,2729.0,,,,584.0,,3552.0,,,,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0
2145,central Park Studio,https://www.awehome.com/au/sydney/detail-apartments-16590,"Central Park, Central Park Avenue, Sydney, New South Wales 2008, Australia",670,1,1,2,2020-10-23,1,1505.0,,,,,,,,,,,,1923.0,,,,,,,,,,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
2146,Central park 近usyd、uts 一房公寓整租,https://www.awehome.com/au/sydney/detail-apartments-16458,"18 Park Lane, Chippendale New South Wales 2008, Australia",760,1,1,2,2020-10-23,1,1444.0,,,5830.0,,502.0,,,,,,,2111.0,,5867.0,,741.0,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2147,Camperdown 步行400米到悉尼大学 两室两卫安保公寓出租,https://www.awehome.com/au/sydney/detail-apartments-16455,"23-25 Larkin Street, Camperdown New South Wales 2050, Australia",920,2,2,4,2020-10-23,1,1178.0,,,7482.0,,2038.0,,,,,,,2721.0,,7978.0,,1984.0,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2148,Rosebery 精品三房两卫一车位出租 包全新家具 3分钟到公交站 近UNSW USYD UTS,https://www.awehome.com/au/sydney/detail-apartments-16454,"99 Dalmeny Avenue, Rosebery New South Wales 2018, Australia",1100,3,2,5,2020-10-23,1,4438.0,,,2860.0,,4341.0,,,,,,,5762.0,,3305.0,,5087.0,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2149,Camperdown 极近usdy、uts，复式两房两卫向阳公寓,https://www.awehome.com/au/sydney/detail-apartments-16453,"128 Parramatta Road, Camperdown New South Wales 2050, Australia",980,2,2,4,2020-10-23,1,1430.0,,,,,2238.0,,,,,,,1697.0,,,,2238.0,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2150,近UNSW一年半新空调公寓单间超低价招租,https://www.awehome.com/au/sydney/detail-apartments-16390,"39a Rhodes Street, Hillsdale New South Wales 2036, Australia",250,3,2,3,2020-10-23,1,,,,4805.0,,,,,,,,,,,4474.0,,,,,,,,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0
2151,zetland 近East Village两室两卫公寓、卧室、客厅均有大阳台,https://www.awehome.com/au/sydney/detail-apartments-16365,"6a Defries Avenue, Zetland New South Wales 2017, Australia",860,2,2,4,2020-10-23,1,3844.0,,,3041.0,,,,,,,,,4879.0,,3301.0,,,,,,,,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0
2152,Zetland 高层一房一卫公寓、近usyd、uts,https://www.awehome.com/au/sydney/detail-apartments-16353,"6 Ebsworth Street, Zetland New South Wales 2017, Australia",695,1,1,2,2020-10-23,1,3044.0,,,3743.0,,2946.0,,,,,,,4413.0,,4316.0,,3738.0,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2153,近火车站近UTS USYD 新三房两卫 包家具,https://www.awehome.com/au/sydney/detail-apartments-16349,"1 Kyle Street, Arncliffe New South Wales 2205, Australia",1150,3,2,5,2020-10-23,1,7208.0,,,,,8587.0,,,,,,,7353.0,,,,8650.0,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2154,Waterloo 兩房兩卫 包家具 近 USYD UTS,https://www.awehome.com/au/sydney/detail-apartments-16323,"7 Crystal Street, Waterloo New South Wales 2017, Australia",770,2,2,4,2020-10-23,1,3077.0,,,3508.0,,,,,,,,,3746.0,,3804.0,,,,,,,,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
2155,新白楼极近UTS、USYD新一房一卫安保公寓,https://www.awehome.com/au/sydney/detail-apartments-16301,"71 Jones Street, Ultimo New South Wales 2007, Australia",750,1,1,2,2020-10-23,1,1761.0,,,,,675.0,,,,,,,3004.0,,,,859.0,,,,,,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0
2156,burwood 新房上新，两室两卫安保公寓、近uts/usyd /city,https://www.awehome.com/au/sydney/detail-apartments-16282,"Victoria Street, Burwood New South Wales 2134, Australia",800,2,2,4,2020-10-23,1,9232.0,,,,,10066.0,,,,,,,9826.0,,,,,,,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0
2157,Mascot 近火车站全新两室两卫公寓，方便到usyd、uts、unsw,https://www.awehome.com/au/sydney/detail-apartments-16280,"27 Church Avenue, Mascot New South Wales 2020, Australia",850,2,2,4,2020-10-23,1,4925.0,,,,,5559.0,,,3279.0,,,,5780.0,,,,5508.0,,3058.0,,,,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
2158,秒进uts悉尼大学 central park 一室一厅加书房,https://www.awehome.com/au/sydney/detail-apartments-16168,"85 O'connor Street, Chippendale New South Wales 2008, Australia",860,1,1,2,2020-10-23,1,1418.0,,,,,531.0,,,,,,,2092.0,,,,722.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2159,wolli creek 两房公寓、包家具、电器,https://www.awehome.com/au/sydney/detail-apartments-15985,"1 Guess Avenue, Wolli Creek New South Wales 2205, Australia",750,2,2,4,2020-10-23,1,6657.0,,,,,8035.0,,,6944.0,,,,6803.0,,,,8099.0,,7227.0,,,,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0
2160,Central Park 一房一卫 公寓,https://www.awehome.com/au/sydney/detail-apartments-15931,"8 Central Park Avenue, Chippendale New South Wales 2008, Australia",785,1,1,2,2020-10-23,1,1206.0,,,,,546.0,,,,,,,1918.0,,,,546.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2161,Chippendale Central Park 旁 一房一卫 带车位,https://www.awehome.com/au/sydney/detail-apartments-15929,"1 Chippendale Way, Chippendale New South Wales 2008, Australia",830,1,1,2,2020-10-23,1,1493.0,,,,,293.0,,,,,,,1849.0,,,,479.0,,,,,,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0
2162,Strathfield 两房两卫 两车位,https://www.awehome.com/au/sydney/detail-apartments-15707,"235 Homebush Road, Strathfield New South Wales 2135, Australia",670,2,2,4,2020-10-23,1,11245.0,,,,,12113.0,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2163,City 近 UTS USYD 海德公园 一房一厅,https://www.awehome.com/au/sydney/detail-apartments-15706,"298 Sussex Street, Sydney New South Wales 2000, Australia",670,1,1,2,2020-10-23,1,3020.0,,,,,1251.0,,,,,,,3586.0,,,,1441.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2164,Ryde 一房一卫公寓,https://www.awehome.com/au/sydney/detail-apartments-15478,"29 Porter Street, Ryde New South Wales 2112, Australia",480,1,1,2,2020-10-23,1,8252.0,,,,7295.0,,,,,,8252.0,8252.0,,,,8441.0,,,,,9372.0,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2165,Hurstville两室两卫 带车位 Hurstville车站附近,https://www.awehome.com/au/sydney/detail-apartments-15477,"1d Greenbank Street, Hurstville New South Wales 2220, Australia",650,2,2,4,2020-10-23,0,13614.0,,,16177.0,,14993.0,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
2166,悉尼大学旁全新次卧阳面静街大阳台,https://www.awehome.com/au/sydney/detail-apartments-15474,"69 Jones Street, Ultimo New South Wales 2007, Australia",180,2,2,3,2020-10-23,1,1919.0,,,,,688.0,,,,,,,3017.0,,,,873.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2167,Central Park Studio 极近 USYD UTS 包家具,https://www.awehome.com/au/sydney/detail-apartments-15461,"Park Lane, Chippendale New South Wales 2008, Australia",760,1,1,2,2020-10-23,1,1466.0,,,,,489.0,,,,,,,2044.0,,,,674.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0
2168,Hurstville新房开放，6/7月入住，一房、两房、三房，方便去uts、usyd、city,https://www.awehome.com/au/sydney/detail-apartments-15438,"20 Woniora Road, Hurstville New South Wales 2220, Australia",600,1,1,2,2020-10-23,1,13646.0,,,,,15024.0,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0
2169,近UTS，USYD两房两卫单间招租,https://www.awehome.com/au/sydney/detail-apartments-15313,"99 Jones Street, Ultimo New South Wales 2007, Australia",260,2,2,5,2020-10-23,1,1640.0,,,,,630.0,,,,,,,2434.0,,,,1069.0,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0
2170,超级近悉尼大学舒适简约 两房超大主卧招租 可以短租到7月20号,https://www.awehome.com/au/sydney/detail-apartments-15309,"Ultimo, New South Wales, Australia",450,3,2,5,2020-10-23,1,1446.0,,,,,443.0,,,,,,,1930.0,,,,887.0,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0
2171,Darling One 近uts、usyd两室两卫次卧招租,https://www.awehome.com/au/sydney/detail-apartments-15301,"65 Tumbalong Boulevard, Haymarket New South Wales 2000, Australia",600,2,2,4,2020-10-23,1,2225.0,,,,,629.0,,,,,,,2701.0,,,,556.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2172,Darling One 两室两卫公寓近uts、usyd,https://www.awehome.com/au/sydney/detail-apartments-15300,"65 Tumbalong Boulevard, Haymarket New South Wales 2000, Australia",1200,2,2,4,2020-10-23,1,2225.0,,,,,629.0,,,,,,,2701.0,,,,556.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2173,Darling north 近uts、usyd全新一房出租,https://www.awehome.com/au/sydney/detail-apartments-15299,"83 Harbour Street, Haymarket New South Wales 2000, Australia",780,1,1,2,2020-10-23,1,2433.0,,,,,837.0,,,,,,,3200.0,,,,1055.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2174,Darling Square近uts、usyd两室两卫公寓出租,https://www.awehome.com/au/sydney/detail-apartments-15298,"1 Steam Mill Lane, Haymarket New South Wales 2000, Australia",1200,2,2,4,2020-10-23,1,2099.0,,,,,607.0,,,,,,,2712.0,,,,567.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2175,Darling One高层近uts、usyd、唐人街两室两卫主卧出租,https://www.awehome.com/au/sydney/detail-apartments-15297,"65 Tumbalong Boulevard, Haymarket New South Wales 2000, Australia",660,2,2,4,2020-10-23,1,2225.0,,,,,629.0,,,,,,,2701.0,,,,556.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2176,Darling North全新一房出租,https://www.awehome.com/au/sydney/detail-apartments-15296,"83 Harbour Street, Haymarket New South Wales 2000, Australia",700,1,1,2,2020-10-23,1,2433.0,,,,,837.0,,,3456.0,,,,3200.0,,,,1055.0,,3643.0,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2177,Market City 全新两室两卫全新公寓出租,https://www.awehome.com/au/sydney/detail-apartments-15295,"83 Harbour Street, Haymarket New South Wales 2000, Australia",1020,2,2,4,2020-10-23,1,2433.0,,,,,837.0,,,3456.0,,,,3200.0,,,,1055.0,,3643.0,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2178,悉尼urbanest darling house高级学生公寓,https://www.awehome.com/au/sydney/detail-apartments-15278,"39 Darling Drive, Sydney New South Wales 2000, Australia",599,1,1,2,2020-10-23,1,2819.0,,,,,1327.0,,,,,,,3430.0,,,,1285.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2179,Wolli大单间出租、随时入住可包bill,https://www.awehome.com/au/sydney/detail-apartments-15211,"6 Willis Street, Wolli Creek New South Wales 2205, Australia",350,2,2,4,2020-10-23,0,6776.0,,,9541.0,,8155.0,,,,,,,6922.0,,9502.0,,8218.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0
2180,Burwood中心 studio 交通方面 适合USYD UTS 学生,https://www.awehome.com/au/sydney/detail-apartments-15171,"21 Conder Street, Burwood New South Wales 2134, Australia",500,1,1,1,2020-10-23,1,10102.0,,,,,10935.0,,,,,,,9990.0,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2181,Darling One 两室两卫可整租,https://www.awehome.com/au/sydney/detail-apartments-15210,"1 Steam Mill Lane, Haymarket New South Wales 2000, Australia",1200,2,2,4,2020-10-23,1,2099.0,,,,,607.0,,,,,,,2712.0,,,,567.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0
2182,Burwood两室两卫新公寓,https://www.awehome.com/au/sydney/detail-apartments-15170,"2 Mary Street, Burwood New South Wales 2134, Australia",810,2,2,4,2020-10-23,1,9580.0,,,,,10413.0,,,,,,,9631.0,,,,,,,,,,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
2183,Rhodes 两房两卫 带家具拎包入住,https://www.awehome.com/au/sydney/detail-apartments-15168,"42 Walker Street, Rhodes New South Wales 2138, Australia",760,2,2,4,2020-10-23,1,15553.0,,,,,15817.0,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2184,Zetland 一室一厅+书房高层公寓 UNSW USYD,https://www.awehome.com/au/sydney/detail-apartments-15166,"8 Ascot Avenue, Zetland New South Wales 2017, Australia",700,1,1,2,2020-10-23,1,3955.0,,,3257.0,,3857.0,,,,,,,5193.0,,3615.0,,4518.0,,,,,,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0
2185,world square地标 一室一厅公寓-整套房子,https://www.awehome.com/au/sydney/detail-apartments-15163,"91 Liverpool Street, Sydney New South Wales 2000, Australia",700,1,1,2,2020-10-23,1,2664.0,,,,,1033.0,,,,,,,3291.0,,,,1146.0,,,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2186,近悉尼大学、悉尼科技大学两室两卫公寓,https://www.awehome.com/au/sydney/detail-apartments-15165,"1 Guess Ave, Wolli Creek NSW 2205,Australia",760,2,2,4,2020-10-23,0,6304.0,,,,,7683.0,,,6592.0,,,,6801.0,,,,8098.0,,7225.0,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2187,Haymarket 一室一厅 极近UTS USYD The Quay 精品公寓,https://www.awehome.com/au/sydney/detail-apartments-15162,"178 Thomas Street, Haymarket New South Wales 2000, Australia",720,1,1,2,2020-10-23,1,1934.0,,,,,331.0,,,,,,,2475.0,,,,331.0,,,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
2188,中国城边情人港旁大阳台次卧,https://www.awehome.com/au/sydney/detail-apartments-15134,"339 Sussex Street, Sydney New South Wales 2000, Australia",380,3,2,5,2020-10-23,1,2720.0,,53748.0,,,1041.0,,,,,,,3294.0,,,,1149.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
2189,悉尼大学火车站旁全新高层豪华3房2卫保安公寓包全新家具电器-整套房子,https://www.awehome.com/au/sydney/detail-apartments-15040,"1 Lawson Square, Redfern New South Wales 2016, Australia",1280,3,2,5,2020-10-23,1,1265.0,,,5124.0,,1321.0,,,,,,,2212.0,,5945.0,,1537.0,,,,,,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0
2190,全新两房两卫包全新家具家电带阳台带空调秒近火车站-整套房子,https://www.awehome.com/au/sydney/detail-apartments-15041,"1 Kyle Street, Arncliffe New South Wales 2205, Australia",780,2,2,4,2020-10-23,1,7208.0,,,9626.0,,8587.0,,,,,,,7353.0,,9933.0,,8650.0,,,,,,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
2191,Zetland 超大豪华2房2卫1车位带全新家具电器整租-整套房子,https://www.awehome.com/au/sydney/detail-apartments-15039,"5 Defries Avenue, Zetland New South Wales 2017, Australia",980,2,2,4,2020-10-23,1,3955.0,,,3257.0,,3857.0,,,,,,,5193.0,,3615.0,,4518.0,,,,,,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0
2192,urbanest darlington唯一在悉大里的学生公寓,https://www.awehome.com/au/sydney/detail-apartments-14536,"208 A36, Camperdown NSW 2050,Australia",405,3,3,6,2020-10-23,1,384.0,,,,,1195.0,,,,,,,1079.0,,,,1126.0,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
